time_aest,location,bed_elevation_m,tuflow_water_level_m,schism_water_level_m,reference_surface_m,surface_target_z_m,mid_depth_target_z_m,near_bottom_target_z_m
2011-05-05 05:00:00,Upper,-3.9888591766,-0.0668985844,-0.0027201964,-0.0348093904,-0.5348093904,-2.0118342835,-3.4888591766
2011-05-05 06:00:00,Upper,-3.9888591766,-0.1052949429,-0.0562208891,-0.0807579160,-0.5807579160,-2.0348085463,-3.4888591766
2011-05-05 07:00:00,Upper,-3.9888591766,-0.1374289989,-0.0921012869,-0.1147651429,-0.6147651429,-2.0518121598,-3.4888591766
2011-05-05 08:00:00,Upper,-3.9888591766,-0.1044220924,-0.0805961270,-0.0925091097,-0.5925091097,-2.0406841432,-3.4888591766
2011-05-05 09:00:00,Upper,-3.9888591766,-0.0682532787,-0.0385154588,-0.0533843687,-0.5533843687,-2.0211217727,-3.4888591766
2011-05-05 10:00:00,Upper,-3.9888591766,0.0186333656,0.0315073065,0.0250703360,-0.4749296640,-1.9818944203,-3.4888591766
2011-05-05 11:00:00,Upper,-3.9888591766,0.1022009850,0.1142128499,0.1082069174,-0.3917930826,-1.9403261296,-3.4888591766
2011-05-05 12:00:00,Upper,-3.9888591766,0.1649918556,0.1842490773,0.1746204664,-0.3253795336,-1.9071193551,-3.4888591766
2011-05-05 13:00:00,Upper,-3.9888591766,0.2010016441,0.2254292123,0.2132154282,-0.2867845718,-1.8878218742,-3.4888591766
2011-05-05 14:00:00,Upper,-3.9888591766,0.2019224167,0.2348408302,0.2183816234,-0.2816183766,-1.8852387766,-3.4888591766
2011-05-05 15:00:00,Upper,-3.9888591766,0.1633658409,0.2088754457,0.1861206433,-0.3138793567,-1.9013692667,-3.4888591766
2011-05-05 16:00:00,Upper,-3.9888591766,0.0840740204,0.1449509494,0.1145124849,-0.3854875151,-1.9371733459,-3.4888591766
2011-05-05 17:00:00,Upper,-3.9888591766,0.0235686302,0.0766992345,0.0501339323,-0.4498660677,-1.9693626222,-3.4888591766
2011-05-05 18:00:00,Upper,-3.9888591766,-0.0306031704,0.0219940233,-0.0043045736,-0.5043045736,-1.9965818751,-3.4888591766
2011-05-05 19:00:00,Upper,-3.9888591766,-0.0657668114,-0.0190295581,-0.0423981847,-0.5423981847,-2.0156286807,-3.4888591766
2011-05-05 20:00:00,Upper,-3.9888591766,-0.0626313686,-0.0316311642,-0.0471312664,-0.5471312664,-2.0179952215,-3.4888591766
2011-05-05 21:00:00,Upper,-3.9888591766,-0.0212483406,0.0042317389,-0.0085083008,-0.5085083008,-1.9986837387,-3.4888591766
2011-05-05 22:00:00,Upper,-3.9888591766,0.0439319611,0.0652808086,0.0546063848,-0.4453936152,-1.9671263959,-3.4888591766
2011-05-05 23:00:00,Upper,-3.9888591766,0.1177768707,0.1355941058,0.1266854882,-0.3733145118,-1.9310868442,-3.4888591766
2011-05-06 00:00:00,Upper,-3.9888591766,0.1658697128,0.1891771718,0.1775234423,-0.3224765577,-1.9056678672,-3.4888591766
2011-05-06 01:00:00,Upper,-3.9888591766,0.2153882980,0.2361554731,0.2257718856,-0.2742281144,-1.8815436455,-3.4888591766
2011-05-06 02:00:00,Upper,-3.9888591766,0.1982326508,0.2392147721,0.2187237114,-0.2812762886,-1.8850677326,-3.4888591766
2011-05-06 03:00:00,Upper,-3.9888591766,0.1548190117,0.2019845582,0.1784017849,-0.3215982151,-1.9052286958,-3.4888591766
2011-05-06 04:00:00,Upper,-3.9888591766,0.0696077347,0.1327312796,0.1011695072,-0.3988304928,-1.9438448347,-3.4888591766
2011-05-06 05:00:00,Upper,-3.9888591766,-0.0049698353,0.0584244636,0.0267273142,-0.4732726858,-1.9810659312,-3.4888591766
2011-05-06 06:00:00,Upper,-3.9888591766,-0.0996632576,-0.0280805944,-0.0638719260,-0.5638719260,-2.0263655513,-3.4888591766
2011-05-06 07:00:00,Upper,-3.9888591766,-0.1315021515,-0.0872697139,-0.1093859327,-0.6093859327,-2.0491225547,-3.4888591766
2011-05-06 08:00:00,Upper,-3.9888591766,-0.1541390419,-0.1110516934,-0.1325953677,-0.6325953677,-2.0607272721,-3.4888591766
2011-05-06 09:00:00,Upper,-3.9888591766,-0.1174669266,-0.0936709485,-0.1055689376,-0.6055689376,-2.0472140571,-3.4888591766
2011-05-06 10:00:00,Upper,-3.9888591766,-0.0354096889,-0.0209601069,-0.0281848979,-0.5281848979,-2.0085220373,-3.4888591766
2011-05-06 11:00:00,Upper,-3.9888591766,0.0521116257,0.0655684498,0.0588400377,-0.4411599623,-1.9650095695,-3.4888591766
2011-05-06 12:00:00,Upper,-3.9888591766,0.1368565559,0.1478384095,0.1423474827,-0.3576525173,-1.9232558470,-3.4888591766
2011-05-06 13:00:00,Upper,-3.9888591766,0.2139711380,0.2276304118,0.2208007749,-0.2791992251,-1.8840292009,-3.4888591766
2011-05-06 14:00:00,Upper,-3.9888591766,0.2274475098,0.2605599341,0.2440037219,-0.2559962781,-1.8724277274,-3.4888591766
2011-05-06 15:00:00,Upper,-3.9888591766,0.2200684547,0.2549892174,0.2375288361,-0.2624711639,-1.8756651703,-3.4888591766
2011-05-06 16:00:00,Upper,-3.9888591766,0.1590466499,0.2127019589,0.1858743044,-0.3141256956,-1.9014924361,-3.4888591766
2011-05-06 17:00:00,Upper,-3.9888591766,0.0867843628,0.1447978207,0.1157910918,-0.3842089082,-1.9365340424,-3.4888591766
2011-05-06 18:00:00,Upper,-3.9888591766,0.0223193169,0.0774582996,0.0498888082,-0.4501111918,-1.9694851842,-3.4888591766
2011-05-06 19:00:00,Upper,-3.9888591766,-0.0370454788,0.0200627966,-0.0084913411,-0.5084913411,-1.9986752589,-3.4888591766
2011-05-06 20:00:00,Upper,-3.9888591766,-0.0808789730,-0.0305362865,-0.0557076297,-0.5557076297,-2.0222834032,-3.4888591766
2011-05-06 21:00:00,Upper,-3.9888591766,-0.0634429455,-0.0387392823,-0.0510911139,-0.5510911139,-2.0199751453,-3.4888591766
2011-05-06 22:00:00,Upper,-3.9888591766,-0.0073409081,0.0148804120,0.0037697520,-0.4962302480,-1.9925447123,-3.4888591766
2011-05-06 23:00:00,Upper,-3.9888591766,0.0694274902,0.0890477168,0.0792376035,-0.4207623965,-1.9548107866,-3.4888591766
2011-05-07 00:00:00,Upper,-3.9888591766,0.1455969810,0.1614520640,0.1535245225,-0.3464754775,-1.9176673271,-3.4888591766
